entity_name,year,quarter,subquestion,worker_category,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,912.0,915.0,910.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,26.0,24.0,24.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,117.0,115.0,117.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,749.0,749.0,751.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,5023.0,5053.0,5066.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,3219.0,3250.0,3264.0,,,,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,912.0,915.0,910.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,26.0,24.0,24.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,117.0,115.0,117.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,749.0,749.0,751.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,5023.0,5053.0,5066.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,3219.0,3250.0,3264.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,912.0,915.0,910.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,26.0,24.0,24.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,117.0,115.0,117.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,749.0,749.0,751.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,5023.0,5053.0,5066.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
BANK ISLAM MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,3219.0,3250.0,3264.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Clerical Occupations,1694.0,1696.0,1706.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Elementary Occupations,332.0,331.0,328.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Managers,501.0,494.0,493.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Professional,165.0,168.0,165.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,TOTAL Malaysian,6363.0,6426.0,6447.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,A. Malaysian,Technicians & Associate Professionals,3671.0,3737.0,3755.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Clerical Occupations,1694.0,1696.0,1706.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Elementary Occupations,332.0,331.0,328.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Managers,501.0,494.0,493.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Operative Workers,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Professional,165.0,168.0,165.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment,6363.0,6426.0,6447.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,0.0,0.0,0.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,3671.0,3737.0,3755.0,,,,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Clerical Occupations,,,,1694.0,1696.0,1706.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Elementary Occupations,,,,332.0,331.0,328.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Managers,,,,501.0,494.0,493.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,165.0,168.0,165.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,6363.0,6426.0,6447.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,3671.0,3737.0,3755.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,1694.0,1696.0,1706.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,332.0,331.0,328.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,501.0,494.0,493.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,165.0,168.0,165.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,6363.0,6426.0,6447.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,3671.0,3737.0,3755.0,,,,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,1694.0,1696.0,1706.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,332.0,331.0,328.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,501.0,494.0,493.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,165.0,168.0,165.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,6363.0,6426.0,6447.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,3671.0,3737.0,3755.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,1694.0,1696.0,1706.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,332.0,331.0,328.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,501.0,494.0,493.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,165.0,168.0,165.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,6363.0,6426.0,6447.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
BANK KERJASAMA RAKYAT MALAYSIA BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,3671.0,3737.0,3755.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Clerical Occupations,38.0,38.0,38.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Elementary Occupations,10.0,10.0,10.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Managers,226.0,226.0,226.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Professional,11.0,10.0,11.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,TOTAL Malaysian,600.0,598.0,595.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,A. Malaysian,Technicians & Associate Professionals,315.0,314.0,310.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,5.0,5.0,5.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,5.0,5.0,5.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Clerical Occupations,38.0,38.0,38.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Elementary Occupations,10.0,10.0,10.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Managers,231.0,231.0,231.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Operative Workers,0.0,0.0,0.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Professional,11.0,10.0,11.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment,605.0,603.0,600.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,0.0,0.0,0.0,,,,,,,,,
